class_name,subtype,source_path,output_path,augmentation,parameters_json
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_05_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_05_Pro__contrast.jpg,contrast,"{""factor"": 0.9255}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_05_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_05_Pro__saturation.jpg,saturation,"{""factor"": 1.0661}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_05_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_05_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0084, ""shift_y_fraction"": 0.0134, ""zoom"": 1.0319}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_07_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_07_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.3834}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_07_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_07_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_07_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_07_Pro__brightness.jpg,brightness,"{""factor"": 0.9933}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_07_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_07_Pro__contrast.jpg,contrast,"{""factor"": 0.9843}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_07_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_07_Pro__saturation.jpg,saturation,"{""factor"": 1.0124}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_07_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_07_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0022, ""shift_y_fraction"": 0.0111, ""zoom"": 1.0657}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_10_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_10_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -0.3526}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_10_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_10_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_10_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_10_Pro__brightness.jpg,brightness,"{""factor"": 1.0495}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_10_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_10_Pro__contrast.jpg,contrast,"{""factor"": 1.0143}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_10_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_10_Pro__saturation.jpg,saturation,"{""factor"": 0.9598}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_10_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_10_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.034, ""shift_y_fraction"": 0.0008, ""zoom"": 1.0186}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_13_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_13_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 0.0318}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_13_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_13_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_13_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_13_Pro__brightness.jpg,brightness,"{""factor"": 1.0045}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_13_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_13_Pro__contrast.jpg,contrast,"{""factor"": 1.1002}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_13_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_13_Pro__saturation.jpg,saturation,"{""factor"": 1.0316}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_13_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_13_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0174, ""shift_y_fraction"": -0.0102, ""zoom"": 1.0595}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_15_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.4583}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_15_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_15_Pro__brightness.jpg,brightness,"{""factor"": 0.9685}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_15_Pro__contrast.jpg,contrast,"{""factor"": 1.0619}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_15_Pro__saturation.jpg,saturation,"{""factor"": 0.988}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_15_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_15_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0343, ""shift_y_fraction"": -0.0002, ""zoom"": 1.0715}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_18_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_18_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -6.1362}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_18_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_18_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_18_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_18_Pro__brightness.jpg,brightness,"{""factor"": 1.0308}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_18_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_18_Pro__contrast.jpg,contrast,"{""factor"": 1.0216}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_18_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_18_Pro__saturation.jpg,saturation,"{""factor"": 1.0768}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_18_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_18_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0088, ""shift_y_fraction"": -0.0306, ""zoom"": 1.0147}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_23_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 3.8195}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_23_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_23_Pro__brightness.jpg,brightness,"{""factor"": 1.0693}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_23_Pro__contrast.jpg,contrast,"{""factor"": 1.1282}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_23_Pro__saturation.jpg,saturation,"{""factor"": 0.9601}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_23_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_23_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0049, ""shift_y_fraction"": 0.0056, ""zoom"": 1.0528}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_26_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_26_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.2852}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_26_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_26_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_26_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_26_Pro__brightness.jpg,brightness,"{""factor"": 0.8548}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_26_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_26_Pro__contrast.jpg,contrast,"{""factor"": 0.9444}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_26_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_26_Pro__saturation.jpg,saturation,"{""factor"": 1.0761}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_26_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_26_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0321, ""shift_y_fraction"": -0.0125, ""zoom"": 1.0263}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_28_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_28_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.1744}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_28_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_28_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_28_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_28_Pro__brightness.jpg,brightness,"{""factor"": 1.0244}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_28_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_28_Pro__contrast.jpg,contrast,"{""factor"": 1.0489}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_28_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_28_Pro__saturation.jpg,saturation,"{""factor"": 1.0896}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_28_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_28_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0278, ""shift_y_fraction"": -0.0232, ""zoom"": 1.0305}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_40_31_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.4169}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_40_31_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_40_31_Pro__brightness.jpg,brightness,"{""factor"": 0.9525}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_40_31_Pro__contrast.jpg,contrast,"{""factor"": 1.0672}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_40_31_Pro__saturation.jpg,saturation,"{""factor"": 1.0956}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_40_31_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_40_31_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0181, ""shift_y_fraction"": 0.0209, ""zoom"": 1.0213}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_25_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_25_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.8363}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_25_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_25_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_25_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_25_Pro__brightness.jpg,brightness,"{""factor"": 0.8758}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_25_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_25_Pro__contrast.jpg,contrast,"{""factor"": 1.0759}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_25_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_25_Pro__saturation.jpg,saturation,"{""factor"": 1.0076}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_25_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_25_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0244, ""shift_y_fraction"": 0.0312, ""zoom"": 1.0699}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_28_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_28_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.819}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_28_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_28_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_28_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_28_Pro__brightness.jpg,brightness,"{""factor"": 1.0675}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_28_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_28_Pro__contrast.jpg,contrast,"{""factor"": 1.0631}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_28_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_28_Pro__saturation.jpg,saturation,"{""factor"": 1.0324}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_28_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_28_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0286, ""shift_y_fraction"": -0.0173, ""zoom"": 1.0604}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_30_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_30_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -3.4406}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_30_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_30_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_30_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_30_Pro__brightness.jpg,brightness,"{""factor"": 0.8517}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_30_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_30_Pro__contrast.jpg,contrast,"{""factor"": 1.1393}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_30_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_30_Pro__saturation.jpg,saturation,"{""factor"": 0.9943}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_30_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_30_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.02, ""shift_y_fraction"": 0.0307, ""zoom"": 1.0735}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_33_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_33_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -4.2759}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_33_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_33_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_33_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_33_Pro__brightness.jpg,brightness,"{""factor"": 1.1415}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_33_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_33_Pro__contrast.jpg,contrast,"{""factor"": 1.077}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_33_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_33_Pro__saturation.jpg,saturation,"{""factor"": 0.9642}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_33_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_33_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0197, ""shift_y_fraction"": 0.0215, ""zoom"": 1.007}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_36_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_36_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.5157}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_36_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_36_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_36_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_36_Pro__brightness.jpg,brightness,"{""factor"": 0.8549}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_36_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_36_Pro__contrast.jpg,contrast,"{""factor"": 0.9237}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_36_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_36_Pro__saturation.jpg,saturation,"{""factor"": 0.9225}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_36_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_36_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.009, ""shift_y_fraction"": -0.0212, ""zoom"": 1.0641}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_38_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_38_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -5.4733}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_38_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_38_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_38_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_38_Pro__brightness.jpg,brightness,"{""factor"": 1.1066}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_38_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_38_Pro__contrast.jpg,contrast,"{""factor"": 1.1075}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_38_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_38_Pro__saturation.jpg,saturation,"{""factor"": 0.9956}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_38_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_38_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.01, ""shift_y_fraction"": 0.017, ""zoom"": 1.019}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_41_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_41_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": -4.171}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_41_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_41_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_41_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_41_Pro__brightness.jpg,brightness,"{""factor"": 0.9785}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_41_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_41_Pro__contrast.jpg,contrast,"{""factor"": 0.8784}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_41_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_41_Pro__saturation.jpg,saturation,"{""factor"": 1.0367}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_41_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_41_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0144, ""shift_y_fraction"": -0.0034, ""zoom"": 1.0639}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_43_Pro.jpg,Foam-Heavy/augmented/small_rotation/root/WIN_20260707_13_41_43_Pro__small_rotation.jpg,small_rotation,"{""angle_degrees"": 6.2238}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_43_Pro.jpg,Foam-Heavy/augmented/horizontal_flip/root/WIN_20260707_13_41_43_Pro__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_43_Pro.jpg,Foam-Heavy/augmented/brightness/root/WIN_20260707_13_41_43_Pro__brightness.jpg,brightness,"{""factor"": 0.8517}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_43_Pro.jpg,Foam-Heavy/augmented/contrast/root/WIN_20260707_13_41_43_Pro__contrast.jpg,contrast,"{""factor"": 1.107}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_43_Pro.jpg,Foam-Heavy/augmented/saturation/root/WIN_20260707_13_41_43_Pro__saturation.jpg,saturation,"{""factor"": 0.9206}"
Foam-Heavy,root,Foam-Heavy/WIN_20260707_13_41_43_Pro.jpg,Foam-Heavy/augmented/zoom_translate/root/WIN_20260707_13_41_43_Pro__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0192, ""shift_y_fraction"": -0.0321, ""zoom"": 1.0689}"
Foam-Heavy,root,Foam-Heavy/frame_0000.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0000__small_rotation.jpg,small_rotation,"{""angle_degrees"": 1.8311}"
Foam-Heavy,root,Foam-Heavy/frame_0000.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0000__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0000.jpg,Foam-Heavy/augmented/brightness/root/frame_0000__brightness.jpg,brightness,"{""factor"": 0.9025}"
Foam-Heavy,root,Foam-Heavy/frame_0000.jpg,Foam-Heavy/augmented/contrast/root/frame_0000__contrast.jpg,contrast,"{""factor"": 1.0861}"
Foam-Heavy,root,Foam-Heavy/frame_0000.jpg,Foam-Heavy/augmented/saturation/root/frame_0000__saturation.jpg,saturation,"{""factor"": 0.9567}"
Foam-Heavy,root,Foam-Heavy/frame_0000.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0000__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0037, ""shift_y_fraction"": 0.008, ""zoom"": 1.0428}"
Foam-Heavy,root,Foam-Heavy/frame_0001.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0001__small_rotation.jpg,small_rotation,"{""angle_degrees"": -6.382}"
Foam-Heavy,root,Foam-Heavy/frame_0001.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0001__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0001.jpg,Foam-Heavy/augmented/brightness/root/frame_0001__brightness.jpg,brightness,"{""factor"": 0.8669}"
Foam-Heavy,root,Foam-Heavy/frame_0001.jpg,Foam-Heavy/augmented/contrast/root/frame_0001__contrast.jpg,contrast,"{""factor"": 1.0954}"
Foam-Heavy,root,Foam-Heavy/frame_0001.jpg,Foam-Heavy/augmented/saturation/root/frame_0001__saturation.jpg,saturation,"{""factor"": 0.9934}"
Foam-Heavy,root,Foam-Heavy/frame_0001.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0001__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": 0.0266, ""shift_y_fraction"": -0.0099, ""zoom"": 1.0381}"
Foam-Heavy,root,Foam-Heavy/frame_0002.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0002__small_rotation.jpg,small_rotation,"{""angle_degrees"": 4.7365}"
Foam-Heavy,root,Foam-Heavy/frame_0002.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0002__horizontal_flip.jpg,horizontal_flip,{}
Foam-Heavy,root,Foam-Heavy/frame_0002.jpg,Foam-Heavy/augmented/brightness/root/frame_0002__brightness.jpg,brightness,"{""factor"": 1.0688}"
Foam-Heavy,root,Foam-Heavy/frame_0002.jpg,Foam-Heavy/augmented/contrast/root/frame_0002__contrast.jpg,contrast,"{""factor"": 1.1468}"
Foam-Heavy,root,Foam-Heavy/frame_0002.jpg,Foam-Heavy/augmented/saturation/root/frame_0002__saturation.jpg,saturation,"{""factor"": 0.9226}"
Foam-Heavy,root,Foam-Heavy/frame_0002.jpg,Foam-Heavy/augmented/zoom_translate/root/frame_0002__zoom_translate.jpg,zoom_translate,"{""shift_x_fraction"": -0.0083, ""shift_y_fraction"": -0.0138, ""zoom"": 1.0153}"
Foam-Heavy,root,Foam-Heavy/frame_0003.jpg,Foam-Heavy/augmented/small_rotation/root/frame_0003__small_rotation.jpg,small_rotation,"{""angle_degrees"": -0.8708}"
Foam-Heavy,root,Foam-Heavy/frame_0003.jpg,Foam-Heavy/augmented/horizontal_flip/root/frame_0003__horizontal_flip.jpg,horizontal_flip,{}
